event-id,title,tags
1329,"""CONCERT | Levine MusicCONCERT | Levine Music""",Performance|Music
1330,"""TJHSST Techstravaganza 2019TJHSST Techstravaganza 2019""",Festival|Science|Tech
1331,"""BGV Pitch DC @ The Corcoran School of the ArtsBGV Pitch DC @ The Corcoran School of the Arts""",Class|Other
1332,"""Volunteer Community Tree Planting: Dakota PlaygroundVolunteer Community Tree Planting: Dakota Playground""",Travel|Outdoor
1333,"""Shi-Queeta-Lee's DreamGirls Twisted Lip-Synched Musical Mother's DayShi-Queeta-Lee's DreamGirls Twisted Lip-Synched Musical Mother's Day""",Gala|Food|Drink
1334,"""Joy Club @ Wild Days 4.20.19Joy Club @ Wild Days 4.20.19""",Party|Music
1335,"""2019 Washington DC Career Fair2019 Washington DC Career Fair""",Networking|Business
1336,"""Pride Prom 2019Pride Prom 2019""",Party|Hobbies
1337,"""2020 Census: Race Counts2020 Census: Race Counts""",Race
1338,"""THEATER | Lost in the Ocean WavesTHEATER | Lost in the Ocean Waves""",Performance|Art
1339,"""2019 Advocacy Leaders Network SPRING Happy Hour2019 Advocacy Leaders Network SPRING Happy Hour""",Networking|Leadership
1340,"""Easter ExtravaganzaEaster Extravaganza""",Gala|Fashion
1341,"""Building Racial Equity: Foundations - Washington DC 09/19Building Racial Equity: Foundations - Washington DC 09/19""",Class
1342,"""The MurlocsThe Murlocs""",Performance|Music
1343,"""Cherry Blossom/Springtime Harbor Cruise 2019Cherry Blossom/Springtime Harbor Cruise 2019""",Tour|Air
1344,"""Guest Artist Series featuring Joe LulloffGuest Artist Series featuring Joe Lulloff""",Performance|Music
1345,"""2019 Latino Congressional Forum2019 Latino Congressional Forum""",Conference|Government
1346,"""Trill Grill Fest 2019 | DCTrill Grill Fest 2019 | DC""",Festival|Food|Drink
1347,"""16th Annual (and LAST) Bayou Fête - LSS / LCC Crawfish Boil  16th Annual (and LAST) Bayou Fête - LSS / LCC Crawfish Boil""",Festival|Community
1348,"""Katsucon 2020 Online RegistrationKatsucon 2020 Online Registration""",Convention|Film|Media
1349,"""2019 ALL ACCESS PASS Death Becomes Us: True Crime Festival D.C.2019 ALL ACCESS PASS Death Becomes Us: True Crime Festival D.C.""",Festival|Film|Media
1350,"""Pitchers Meet & Greet with Miz Cracker from RuPaulPitchers Meet & Greet with Miz Cracker from RuPaul""",Appearance|Community
1351,"""Indefensible: Immigrants Trapped by the Criminalization of the Immigration Process: A Public Forum in Support of the Immigrant Defense ProjectIndefensible: Immigrants Trapped by the Criminalization of the Immigration ...""",Seminar|Charity|Cause
1352,"""The Chocolate City Soul Experience featuring DJ LifeThe Chocolate City Soul Experience featuring DJ Life""",Party|Music
1353,"""Yo Gotti Throwback Set At Stadium Club's Wing Social Yo Gotti Throwback Set At Stadium Club's Wing Social""",Club|Social
1354,"""PLEN Women in Global Policy SeminarPLEN Women in Global Policy Seminar""",Conference|Government
1355,"""Minority Business Day 2019Minority Business Day 2019""",Class|Business
1356,"""BrooksBrooks""",Performance|Music
1357,"""FANTASY DAY PARTY MALE REVUEFANTASY DAY PARTY MALE REVUE""",Performance|Art
1358,"""Founder's Day BallFounder's Day Ball""",Party
1359,"""Masquerade Ball At The Embassy of France Masquerade Ball At The Embassy of France""",Party
1360,"""CBC - 6TH ANNUAL CAUCUS BRUNCH AND DAY PARTYCBC - 6TH ANNUAL CAUCUS BRUNCH AND DAY PARTY""",Party|Food|Drink
1361,"""Jackie@90 - Jacqueline Kennedy’s 90th Birthday Celebration (Save the Date)Jackie@90 - Jacqueline Kennedy’s 90th Birthday Celebration (Save the Date)""",Tour|Community
1362,"""Opera Saturdays Opera Saturdays""",Party|Music
1363,"""JUBILEE: An Inspirational A Capella Tribute to the Jubilee Singers hosted by the Washington Fisk Alumni AssociationJUBILEE: An Inspirational A Capella Tribute to the Jubilee Singers hosted b...""",Performance|Community
1364,"""2019 Motionsoft Technology Summit2019 Motionsoft Technology Summit""",Conference|Science|Tech
1365,"""2019 DOBBS FAMILY REUNION2019 DOBBS FAMILY REUNION""",Retreat|Family|Education
1366,"""Beast Coast 2019Beast Coast 2019""",Festival|Sports|Fitness
1367,"""Baltimore Symphony Orchestra’s ORCHKIDS with MARIN ALSOP [SPECIAL EVENTBaltimore Symphony Orchestra’s ORCHKIDS with MARIN ALSOP [SPECIAL EVENT""",Performance|Music
1368,"""3rd Annual Runway For A Cure DC: ONLINE CASTING CALL3rd Annual Runway For A Cure DC: ONLINE CASTING CALL""",Party|Charity|Cause
1369,"""IZ Orientation - 2:30 PM IZ Orientation - 2:30 PM""",Class|Community
1370,"""Women Who Jazz: Chiara CivelloWomen Who Jazz: Chiara Civello""",Performance|Music
1371,"""55th AIARD Annual Conference55th AIARD Annual Conference""",Conference|Science|Tech
1372,"""#ILOVEFRIDAYSDC @OZIO#ILOVEFRIDAYSDC @OZIO""",Party|Food|Drink
1373,"""Kenny Sebastian - The Most Interesting Person in the RoomKenny Sebastian - The Most Interesting Person in the Room""",Performance|Art
1374,"""PBS Customer ForumPBS Customer Forum""",Other
1375,"""Songbyrd Presents: Steve GunnSongbyrd Presents: Steve Gunn""",Performance|Music
1376,"""April Evenings at the Edge: After Hours at the National Gallery of ArtApril Evenings at the Edge: After Hours at the National Gallery of Art""",Party|Community
1377,"""SmileyDew Entertainment presents Jazz Harmonicist Avon Dews with special guest vocalist Valerie MotenSmileyDew Entertainment presents Jazz Harmonicist Avon Dews with special gu...""",Performance|Music
1378,"""2019 FAIR Conference and Training2019 FAIR Conference and Training""",Conference|Business
1379,"""CADREcon IICADREcon II""",Conference|Business
1380,"""Boogie: The  Everything's For Sale TourBoogie: The  Everything's For Sale Tour""",Performance|Music
1381,"""Expecto Bar Crawl - Washington DCExpecto Bar Crawl - Washington DC""",Party|Other
1382,"""Valentines PartyValentines Party""",Networking|Food|Drink
1383,"""The Kentucky Society of Washington's 38th Annual Pre-Kentucky Derby PartyThe Kentucky Society of Washington's 38th Annual Pre-Kentucky Derby Party""",Party|Other
1384,"""Two FriendsTwo Friends""",Performance|Music
1385,"""Reagan Institute Summit on Education (RISE 2019)Reagan Institute Summit on Education (RISE 2019)""",Conference|Family|Education
1386,"""One Journey Festival 2019One Journey Festival 2019""",Festival|Charity|Cause
1387,"""All White Block Party | 4 Levels | Memorial Day Wknd {Sun May 26}All White Block Party | 4 Levels | Memorial Day Wknd {Sun May 26}""",Party|Music
1388,"""Interfusion Festival 2020: EvolutionInterfusion Festival 2020: Evolution""",Health
1389,"""Where to Next? Race and RuninOut-- 2019 EU Embassy Run Where to Next? Race and RuninOut-- 2019 EU Embassy Run""",Race|Community
1390,"""Scorgies Drag Brunch For A CauseScorgies Drag Brunch For A Cause""",Party|Other
1391,"""WINE AND CUPCAKES to support Pets for VetsWINE AND CUPCAKES to support Pets for Vets""",Other|Food|Drink
1392,"""Faith Presbyterian Church Women's Day Brunch & Stage PlayFaith Presbyterian Church Women's Day Brunch & Stage Play""",Performance|Art
1393,"""D.C. National Guard Birthday GalaD.C. National Guard Birthday Gala""",Gala|Party
1394,"""Songbyrd Presents: Chloe MoriondoSongbyrd Presents: Chloe Moriondo""",Performance|Music
1395,"""UltrabarSaturdaysUltrabarSaturdays""",Party|Music
1396,"""Flux PavilionFlux Pavilion""",Performance|Music
1397,"""THE 90'S HIP HOP | R&B BOAT PARTY - CINCO DE MAYOTHE 90'S HIP HOP | R&B BOAT PARTY - CINCO DE MAYO""",Party|Music
1398,"""Opportunity Zones and the challenge of addressing our economic dividesOpportunity Zones and the challenge of addressing our economic divides""",Seminar|Government
1399,"""Saturdays at Saint Yves Nightclub #SaintSaturdaysSaturdays at Saint Yves Nightclub #SaintSaturdays""",Party|Food|Drink
1400,"""63rd Biennial College Republican National Committee Convention63rd Biennial College Republican National Committee Convention""",Convention|Government
1401,"""DC School Mental Health Conference DC School Mental Health Conference""",Conference|Health
1402,"""2nd Annual Easter Egg-Travaganza (Egg Hunt)2nd Annual Easter Egg-Travaganza (Egg Hunt)""",Festival|Holiday
1403,"""Launch Party for Street Investors Exchange (SIEX)Launch Party for Street Investors Exchange (SIEX)""",Party|Business
1404,"""STEM Fair - STEM To The FutureSTEM Fair - STEM To The Future""",Class|Family|Education
1405,"""Masque Up For Autism Soiree Masque Up For Autism Soiree""",Party|Charity|Cause
1406,"""Our Words Our CityOur Words Our City""",Performance|Community
1407,"""theSkimm Night Out - Washington, DCtheSkimm Night Out - Washington, DC""",Tour|Film|Media
1408,"""Will Hoge and The Band of HeathensWill Hoge and The Band of Heathens""",Performance|Music
1409,"""Kids Fashion Week DMV- Runway Show Kids Fashion Week DMV- Runway Show""",Other|Fashion
1410,"""The Fitness Marshall LIVE in Washington DCThe Fitness Marshall LIVE in Washington DC""",Performance|Sports|Fitness
1411,"""Latin Heritage FiestaLatin Heritage Fiesta""",Festival|Food|Drink
1412,"""UniFEST! Spring SeriesUniFEST! Spring Series""",Festival|Community
1413,"""Leading High-Performance School Systems: Lessons from the World's BestLeading High-Performance School Systems: Lessons from the World's Best""",Seminar|Family|Education
1414,"""Dr. Janet Yellen on the Past, Present and Future of the United States Federal ReserveDr. Janet Yellen on the Past, Present and Future of the United States Feder...""",Seminar|Government
1415,"""2019 Anacostia River Festival2019 Anacostia River Festival""",Festival|Community
1416,"""NELP50: Advancing Dignity & Justice at WorkNELP50: Advancing Dignity & Justice at Work""",Gala|Charity|Cause
1417,"""Conferencia Masters Argentina 2019Conferencia Masters Argentina 2019""",Conference
1418,"""Park Saturday!Park Saturday!""",Party|Food|Drink
1419,"""Smooth Jazz Performed by Kyle Turner at the Brass Tap National HarborSmooth Jazz Performed by Kyle Turner at the Brass Tap National Harbor""",Performance|Film|Media
1420,"""2019 Housing Fair and Town Hall2019 Housing Fair and Town Hall""",Festival|Community
1421,"""French Embassy Monte Carlo GalaFrench Embassy Monte Carlo Gala""",Party|Community
1422,"""Get Lost Fridays at Lost Society Get Lost Fridays at Lost Society""",Party|Music
1423,"""SUSTOSUSTO""",Performance|Music
1424,"""The Barrier Project by Orange Grove Dance CompanyThe Barrier Project by Orange Grove Dance Company""",Performance|Art
1425,"""The Good Place Trivia at Pinstripes GeorgetownThe Good Place Trivia at Pinstripes Georgetown""",Game|Film|Media
1426,"""NEA Jazz Masters Listening PartyNEA Jazz Masters Listening Party""",Performance|Music
1427,"""Piano concert by Calenna GarbäPiano concert by Calenna Garbä""",Performance|Music
1428,"""GPBoat Party 2019GPBoat Party 2019""",Party|Auto|Boat|Air
1429,"""Volunteers Needed to Place Wreaths at Arlington National Cemetery!Volunteers Needed to Place Wreaths at Arlington National Cemetery!""",Attraction|Charity|Cause
1430,"""Songbyrd Presents: GrapetoothSongbyrd Presents: Grapetooth""",Performance|Music
1431,"""April Monthly Speaker Series - President’s Management Agenda: Where Data, Transparency and Policy MeetApril Monthly Speaker Series - President’s Management Agenda: Where Data, T...""",Seminar|Business
1432,"""8th Annual Community Brunch8th Annual Community Brunch""",Gala|Community
1433,"""Mini MansionsMini Mansions""",Performance|Music
1434,"""Afrobeat Fit® D.CAfrobeat Fit® D.C""",Class|Sports|Fitness
1435,"""Wi-Fi NOW 2019 USAWi-Fi NOW 2019 USA""",Conference|Business
1436,"""Health Literacy in Clinical Trials: Practice and Impact  Health Literacy in Clinical Trials: Practice and Impact""",Health
1437,"""#MICDC - The 2019 Military Influencer Conference #MICDC - The 2019 Military Influencer Conference""",Conference|Business
1438,"""#TheSeriesDC Open Mic #TheSeriesDC Open Mic""",Party|Music
1439,"""The gravity of volcanoes: using gravity data to probe magma reservoirsThe gravity of volcanoes: using gravity data to probe magma reservoirs""",Seminar|Science|Tech
1440,"""Saint Yves Nightclub (Saturdays)Saint Yves Nightclub (Saturdays)""",Party|Music
1441,"""2019 Georgetown Law Graduation Gala - Additional Tickets 2nd Round2019 Georgetown Law Graduation Gala - Additional Tickets 2nd Round""",Party
1442,"""Walking the Talk: Building Mutual Understanding on Youth EngagementWalking the Talk: Building Mutual Understanding on Youth Engagement""",Networking
1443,"""God Is An AstronautGod Is An Astronaut""",Performance|Music
1444,"""Steve Aoki w/ DeorroSteve Aoki w/ Deorro""",Performance|Music
1445,"""Magi-Whirl 2019 Convention (Magicians Only)Magi-Whirl 2019 Convention (Magicians Only)""",Convention|Art
1446,"""Cybersecurity Impact AwardsCybersecurity Impact Awards""",Networking|Other
1447,"""Design thinking for everyone: Practitioner Certification ProgramDesign thinking for everyone: Practitioner Certification Program""",Class|Business
1448,"""BabyGirl [An R&B thang : *2 YEAR ANNIVERSARY!*BabyGirl [An R&B thang : *2 YEAR ANNIVERSARY!*""",Party|Music
1449,"""Nerd NiteNerd Nite""",Seminar|Other
1450,"""10th Annual Key Executive Leadership Conference10th Annual Key Executive Leadership Conference""",Conference|Business
1451,"""Inside Voices: The Free Speech Rights Of Incarcerated AmericansInside Voices: The Free Speech Rights Of Incarcerated Americans""",Seminar|Other
1452,"""Women in Construction Presents ""Speak Up! Ways to Crack the Glass Ceiling""Women in Construction Presents ""Speak Up! Ways to Crack the Glass Ceiling""""",Networking|Business
1453,"""Citizens' Climate  - 2019 Climate Policy CampCitizens' Climate  - 2019 Climate Policy Camp""",Conference|Charity|Cause
1454,"""Art As A VoiceArt As A Voice""",Festival|Art
1455,"""Adventure ClubAdventure Club""",Performance|Music
1456,"""The Washington D.C. Pancakes & Booze Art ShowThe Washington D.C. Pancakes & Booze Art Show""",Festival|Art
1457,"""Coding Fast Track Weekend: Workshop | Flatiron School DCCoding Fast Track Weekend: Workshop | Flatiron School DC""",Class|Science|Tech
1458,"""Wine & Wanderlust Wine & Wanderlust""",Other
1459,"""NIH P2P Workshop on Achieving Health Equity in Preventive ServicesNIH P2P Workshop on Achieving Health Equity in Preventive Services""",Seminar|Science|Tech
1460,"""Sax WednesdaysSax Wednesdays""",Party|Music
1461,"""Broccoli City Launch Party at The Park!Broccoli City Launch Party at The Park!""",Party|Food|Drink
1462,"""Sisters in Loss Brunch DC 2019Sisters in Loss Brunch DC 2019""",Networking|Health
1463,"""The Third Pillar: How Markets and the State Leave the Community BehindThe Third Pillar: How Markets and the State Leave the Community Behind""",Seminar|Other
1464,"""#TheNightShow at Ozio Saturdays#TheNightShow at Ozio Saturdays""",Party|Music
1465,"""Songbyrd Presents: Adult MomSongbyrd Presents: Adult Mom""",Performance|Music
1466,"""PVAMU Alumni Reception at the Smithsonian National Museum of African American History & CulturePVAMU Alumni Reception at the Smithsonian National Museum of African Americ...""",Gala|Community
1467,"""SSTAKEOVER DC 2K19SSTAKEOVER DC 2K19""",Networking|Other
1468,"""Identity Leadership Certificate Program Spring 2019Identity Leadership Certificate Program Spring 2019""",Seminar|Business
1469,"""Team DC Night of Champions Awards DinnerTeam DC Night of Champions Awards Dinner""",Gala|Sports|Fitness
1470,"""Haiti Tech Summit 2019 (Roadshow to DC)Haiti Tech Summit 2019 (Roadshow to DC)""",Networking|Business
1471,"""Sunday Brunch + Day Party at Park! | Dave & Ray Sunday Brunch + Day Party at Park! | Dave & Ray""",Party|Food|Drink
1472,"""Exhibit at the Animal Rights 2019 National ConferenceExhibit at the Animal Rights 2019 National Conference""",Conference|Charity|Cause
1473,"""Aggie Gentz All White Yacht Cruise Weekend 2019Aggie Gentz All White Yacht Cruise Weekend 2019""",Party|Charity|Cause
1474,"""Make Me Wanna Holler After PartyMake Me Wanna Holler After Party""",Performance|Art
1475,"""Supreme Sundays Brunch & AfterPartySupreme Sundays Brunch & AfterParty""",Party|Food|Drink
1476,"""Kids and Culture Camp Community Day Kids and Culture Camp Community Day""",Community
1477,"""A Celebration of the Life and Legacy of Dr. Laura Ann FleetA Celebration of the Life and Legacy of Dr. Laura Ann Fleet""",Other|Community
1478,"""Strategically Using Humor in your PresentationsStrategically Using Humor in your Presentations""",College|Park
1479,"""AFROBEAT KARAOKE D.C {Spring Event} - An After Work & Happy Hour SpecialAFROBEAT KARAOKE D.C {Spring Event} - An After Work & Happy Hour Special""",Party|Food|Drink
1480,"""OPEN BAR @ Afro-Caribbean Saturdays!OPEN BAR @ Afro-Caribbean Saturdays!""",Party|Food|Drink
1481,"""JuNgLe AmAzÓnIcAJuNgLe AmAzÓnIcA""",Party|Community
1482,"""The 10th Annual ""A Night At The Park"" hosted by Ryan ZimmermanThe 10th Annual ""A Night At The Park"" hosted by Ryan Zimmerman""",Performance|Charity|Cause
1483,"""DCA APEX19 (Airport Exercise) DCA APEX19 (Airport Exercise)""",Class|Other
1484,"""Beer Yoga {Cheers & Namah'ste}Beer Yoga {Cheers & Namah'ste}""",Class|Sports|Fitness
1485,"""2019 ARTBA FIP AND TCC FLY-IN MEETING2019 ARTBA FIP AND TCC FLY-IN MEETING""",Networking|Government
1486,"""Trans-Caspian Forum 2019Trans-Caspian Forum 2019""",Conference|Government
1487,"""2019 Ignatius Lectureship: Kathleen McLaughlin2019 Ignatius Lectureship: Kathleen McLaughlin""",Seminar
1488,"""MWPHGLDC Annual 5K Prostate Cancer Walk MWPHGLDC Annual 5K Prostate Cancer Walk""",Other|Charity|Cause
1489,"""Matthew Logan VasquezMatthew Logan Vasquez""",Performance|Music
1490,"""Art & Edible World 4/20Art & Edible World 4/20""",Party|Food|Drink
1491,"""1788-L Synthetic EP Release Party1788-L Synthetic EP Release Party""",Performance|Music
1492,"""Festival Afro Bahia All You Can Eat & Drink Food TastingFestival Afro Bahia All You Can Eat & Drink Food Tasting""",Festival|Food|Drink
1493,"""Spirits & Cigars - Mastro's Steakhouse, Washington D.C.Spirits & Cigars - Mastro's Steakhouse, Washington D.C.""",Gala|Food|Drink
1494,"""Air National Guard Shadow Program 2019Air National Guard Shadow Program 2019""",Retreat|Government
1495,"""The Night Show @ OzioThe Night Show @ Ozio""",Party|Music
1496,"""GRYPHON SUNDAYS - BERNICE BURGOS BDAY CELEBRATION PT 2 GRYPHON SUNDAYS - BERNICE BURGOS BDAY CELEBRATION PT 2""",Party|Food|Drink
1497,"""""BREAKFAST AT NIGHT DC"" 4/20 EDITION @ TWELVE LOUNGE""BREAKFAST AT NIGHT DC"" 4/20 EDITION @ TWELVE LOUNGE""",Party|Food|Drink
1498,"""Restorative Justice Film Screening Event: CirclesRestorative Justice Film Screening Event: Circles""",Screening|Film|Media
1499,"""Cosmic Gate 20 YearsCosmic Gate 20 Years""",Performance|Music
1500,"""@ Tots.Apparel | Pop Up Shop & DayParty Decades {Apr 28}@ Tots.Apparel | Pop Up Shop & DayParty Decades {Apr 28}""",Party|Fashion
1501,"""Washington Justice Watch Party Versus Atlanta ReignWashington Justice Watch Party Versus Atlanta Reign""",Screening|Hobbies
1502,"""McShin Foundation Spring Awards ReceptionMcShin Foundation Spring Awards Reception""",Party|Charity|Cause
1503,"""Buy Melanin Expo Washington, D.C.Buy Melanin Expo Washington, D.C.""",Party|Community
1504,"""2nd Annual Trauma Trek 5K & 10K Walk/Run to benefit the Trauma Center at University of Maryland Prince George's Hospital Center2nd Annual Trauma Trek 5K & 10K Walk/Run to benefit the Trauma Center at Un...""",Race|Health
1505,"""Private screening of ""Searching for Andreas"" at Georgetown UniversityPrivate screening of ""Searching for Andreas"" at Georgetown University""",Screening|Film|Media
1506,"""2019 Janet Reno Forum2019 Janet Reno Forum""",Conference|Other
1507,"""Puff n pass a-thon Puff n pass a-thon""",Party|Food|Drink
1508,"""OSSPI Spring Training: Strategic Communications & Storytelling (For Federal Employees Only)OSSPI Spring Training: Strategic Communications & Storytelling (For Federal...""",Class|Other
1509,"""TIPON SILLIMAN 2019TIPON SILLIMAN 2019""",Convention|Charity|Cause
1510,"""Own The Room CORE: Base - Washington D.C. 13925Own The Room CORE: Base - Washington D.C. 13925""",Class|Business
1511,"""Law and Ethics: An overview of law for mental health professionals - 6 CEsLaw and Ethics: An overview of law for mental health professionals - 6 CEs""",Class|Business
1512,"""31st Annual ARTBA Public-Private Partnerships in Transportation Conference31st Annual ARTBA Public-Private Partnerships in Transportation Conference""",Health|Law
1513,"""Transitions DCTransitions DC""",Screening|Film|Media
1514,"""DMV 6th Annual Shades of Blue & Gold  Dance Extravaganza 2019DMV 6th Annual Shades of Blue & Gold  Dance Extravaganza 2019""",Party|Music
1515,"""DC Sunset Run for Refugees 2019DC Sunset Run for Refugees 2019""",Race|Charity|Cause
1516,"""Rone & TrainRone & Train""",Performance|Music
1517,"""Henderson Hall Ooh Rah Run Series - 2019 Chesty's 5k Henderson Hall Ooh Rah Run Series - 2019 Chesty's 5k""",Race|Health
1518,"""Mercado DC | Latin America and Spain Food FestivalMercado DC | Latin America and Spain Food Festival""",Festival|Food|Drink
1519,"""Training from the BACK of the Room!Training from the BACK of the Room!""",Class|Business
1520,"""Spring 2019 recruitDC ConferenceSpring 2019 recruitDC Conference""",Conference|Business
1521,"""Carnage w/ Bonnie x Clyde, Nitti Gritti, GravedgrCarnage w/ Bonnie x Clyde, Nitti Gritti, Gravedgr""",Performance|Music
1522,"""Sole Celebration DMV Event 2019 Sole Celebration DMV Event 2019""",Other|Charity|Cause
1523,"""Team Semper K9 Marine Corps Marathon, 50K & 10K 2019Team Semper K9 Marine Corps Marathon, 50K & 10K 2019""",Race|Charity|Cause
1524,"""Sponsorship: Bourbiz MGM National Harbor Veteran/Milspouse Resource EventSponsorship: Bourbiz MGM National Harbor Veteran/Milspouse Resource Event""",Networking|Charity|Cause
1525,"""Songbyrd Presents: Delicate SteveSongbyrd Presents: Delicate Steve""",Performance|Music
1526,"""GRYPHON SUNDAYS BRUNCH & DAY PARTY - BERNICE BURGOS BDAY PT 2GRYPHON SUNDAYS BRUNCH & DAY PARTY - BERNICE BURGOS BDAY PT 2""",Party|Music
1527,"""THE &WINGZ HENNY BAR CRAWLTHE &WINGZ HENNY BAR CRAWL""",Festival|Food|Drink
1528,"""DC Region April 13, 2019 Super Saturday with CHRIS DOWNING!DC Region April 13, 2019 Super Saturday with CHRIS DOWNING!""",Conference|Health
1529,"""Challenges, Opportunities, and the Prospects for Meaningful Data Privacy Legislation in the U.S.Challenges, Opportunities, and the Prospects for Meaningful Data Privacy Le...""",Conference|Science|Tech
1530,"""The Set: A R&B ExperienceThe Set: A R&B Experience""",Party|Other
1531,"""Pure Fridays $1Happy Hour + PartyPure Fridays $1Happy Hour + Party""",Party|Food|Drink
1532,"""Ozio Day Drip (Saturday Day Party DC)Ozio Day Drip (Saturday Day Party DC)""",Party|Music
1533,"""Pitcher's Drag PicnicPitcher's Drag Picnic""",Performance|Community
1534,"""Mid-Atlantic + Government Docker SummitMid-Atlantic + Government Docker Summit""",Conference|Business
1535,"""Conflict Resolution Manual Launch: Panel on Youth Violence Prevention Through Training and OpportunitiesConflict Resolution Manual Launch: Panel on Youth Violence Prevention Throu...""",Networking|Charity|Cause
1536,"""Andrew AFB Veteran Job Fair - May 2019 Andrew AFB Veteran Job Fair - May 2019""",Festival|Business
1537,"""20 Years Of 12 Days Spring Soiree! 20 Years Of 12 Days Spring Soiree!""",Charity|Cause
1538,"""Coaching Agile Teams - DCCoaching Agile Teams - DC""",Class
1539,"""National Prayer Breakfast on Creation Care National Prayer Breakfast on Creation Care""",Other|Spirituality
1540,"""Segundo de Chomón Live MusicSegundo de Chomón Live Music""",Performance|Music
1541,"""Adversary Tactics - Red Team Operations Training Course - D.C. April 2019Adversary Tactics - Red Team Operations Training Course - D.C. April 2019""",Class|Science|Tech
1542,"""B.O.O.T.S. for DAWN    Breaking Out Of The Silence FundraiserB.O.O.T.S. for DAWN    Breaking Out Of The Silence Fundraiser""",Party|Charity|Cause
1543,"""Curvy Girl Shopping Party with ModCloth Curvy Girl Shopping Party with ModCloth""",Party|Fashion
1544,"""Into the Deep w/ Kirby de LanerolleInto the Deep w/ Kirby de Lanerolle""",Church|Other
1545,"""DC Style Shoot Workshop - Spring EditionDC Style Shoot Workshop - Spring Edition""",Class|Business
1546,"""Murder Mystery Party - Washington DCMurder Mystery Party - Washington DC""",Party|Film|Media
1547,"""OPERA SATURDAYS Presents ""PRIVILEGE"" OPERA SATURDAYS Presents ""PRIVILEGE""""",Party|Other
1548,"""DisclosureDisclosure""",Performance|Music
1549,"""AAUW Work Smart in DC at the John A. Wilson Building - May 9AAUW Work Smart in DC at the John A. Wilson Building - May 9""",Networking|Business
1550,"""China’s Move into the High Income CategoryChina’s Move into the High Income Category""",Seminar|Other
1551,"""Magi-Whirl 2019 Gala Magic ShowMagi-Whirl 2019 Gala Magic Show""",Performance|Art
1552,"""2019 Dental Business & Legal Symposium 2019 Dental Business & Legal Symposium""",Conference|Business
1553,"""Capitol Hill Ocean Week 2019 Capitol Hill Ocean Week 2019""",Conference|Other
1554,"""Broccoli City Brunch + Day Party at The Park!Broccoli City Brunch + Day Party at The Park!""",Party|Food|Drink
1555,"""CampaignTech East 2019CampaignTech East 2019""",Conference|Government
1556,"""DC Comedy Festival:Tony Woods and Carmen LynchDC Comedy Festival:Tony Woods and Carmen Lynch""",Festival|Art
1557,"""Gryphon Sundays Brunch & Day Party Gryphon Sundays Brunch & Day Party""",Party|Food|Drink
1558,"""""DRIVE FOCUSED, SOBER & SAFE"" Campaign Kick Off""DRIVE FOCUSED, SOBER & SAFE"" Campaign Kick Off""",Other|Community
1559,"""I Am What I Am: The Music of Jerry HermanI Am What I Am: The Music of Jerry Herman""",Performance|Music
1560,"""Washington DC Job Fair - Get Hired in Washington DCWashington DC Job Fair - Get Hired in Washington DC""",Festival|Business
1561,"""Black Girl Health Exhibitor Wanted/ THIS IS NOT A TICKET FOR THE EVENTBlack Girl Health Exhibitor Wanted/ THIS IS NOT A TICKET FOR THE EVENT""",Expo|Health
1562,"""The 2019 Bank On National Conference The 2019 Bank On National Conference""",Conference|Other
1563,"""JesseJesse""",Performance|Music
1564,"""JBF Eastern Fairfax - Public SaleJBF Eastern Fairfax - Public Sale""",Festival|Family|Education
1565,"""Fitbit Local Sweat, Shred and SipFitbit Local Sweat, Shred and Sip""",Race|Sports|Fitness
1566,"""Strange BoutiqueStrange Boutique""",Performance|Music
1567,"""Coordinators Conference 2019Coordinators Conference 2019""",Conference|Other
1568,"""Bunny BonanzaBunny Bonanza""",Other
1569,"""NPC Headliners Luncheon: National Economic Council Director Larry KudlowNPC Headliners Luncheon: National Economic Council Director Larry Kudlow""",Appearance|Government
1570,"""Board Match Washington DC 2019Board Match Washington DC 2019""",Networking|Business
1571,"""Mailing list signup, free art tours @ DC Convention CtrMailing list signup, free art tours @ DC Convention Ctr""",Tour|Art
1572,"""Ilan BluestoneIlan Bluestone""",Performance|Music
1573,"""Cigar Swirls & Finer Pearls Day PartyCigar Swirls & Finer Pearls Day Party""",Party|Charity|Cause
1574,"""Fridays at The Park!Fridays at The Park!""",Party|Food|Drink
1575,"""LaTex 2019: The Ultimate Southern PartyLaTex 2019: The Ultimate Southern Party""",Party|Film|Media
1576,"""OTA - Other Transactional Authority Procurement Seminar Series OTA - Other Transactional Authority Procurement Seminar Series""",Class|Science|Tech
1577,"""The McClamb Family Reunion 2019 in the DMVThe McClamb Family Reunion 2019 in the DMV""",Retreat|Family|Education
1578,"""Afro-Caribbean Friday Nights at The Park!Afro-Caribbean Friday Nights at The Park!""",Party|Food|Drink
1579,"""24th Annual Government Contracting Conference - Tysons24th Annual Government Contracting Conference - Tysons""",Conference|Other
1580,"""Knowledge, Skills, and Technology Transfer in China-Africa EngagementsKnowledge, Skills, and Technology Transfer in China-Africa Engagements""",Conference|Other
1581,"""Best of Arlington Party 2019Best of Arlington Party 2019""",Party|Community
1582,"""Sneak Preview Fundraiser Sneak Preview Fundraiser""",Screening|Community|History
1583,"""Ken Burns and the American StoryKen Burns and the American Story""",Seminar|Film|Media
1584,"""SMPA Graduation Breakfast Reception 2019SMPA Graduation Breakfast Reception 2019""",Food
1585,"""2019 D.C. Divas Season Tickets2019 D.C. Divas Season Tickets""",Game|Sports|Fitness
