web-scraper-order	web-scraper-start-url	url	url-href	title	date	time	venue	price	tags							
1554596780-741	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=34	Just Chef Mack’s Spring Time Brunch EventJust Chef Mack’s Spring Time Brunch Event	https://www.eventbrite.com/e/just-chef-macks-spring-time-brunch-event-tickets-57761334707?aff=ebdssbdestsearch	Just Chef Mack’s Spring Time Brunch Event	"Sun, April 14, 2019"	12:00 PM – 3:00 PM EDT	2195 Defoor Hills Road	$55 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596791-752	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	Refunds up to 30 days before event	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554596856-789	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=26	Randall BramblettRandall Bramblett	https://www.eventbrite.com/e/randall-bramblett-tickets-59549411894?aff=ebdssbdestsearch	Randall Bramblett	"Sat, June 8, 2019"	8:00 PM – 11:00 PM EDT	5170 S Trimble Rd	$22 	"[{""tags"":""Things to do in Sandy Springs, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554597058-903	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=2	3rd Annual Taco & Tequila Crawl: ATL3rd Annual Taco & Tequila Crawl: ATL	https://www.eventbrite.com/e/3rd-annual-taco-tequila-crawl-atl-tickets-54247720392?aff=ebdssbdestsearch	3rd Annual Taco & Tequila Crawl: ATL	"Sat, June 22, 2019"	12:00 PM – 6:00 PM EDT	Refunds up to 30 days before event	$20 – $40	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"							
1554596889-812	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=22	Bow Ball 2019Bow Ball 2019	https://www.eventbrite.com/e/bow-ball-2019-tickets-58186316840?aff=ebdssbdestsearch	Bow Ball 2019	"Fri, April 26, 2019"	7:00 PM – 10:00 PM EDT	"View Map
									View Map"	$60 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596990-867	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=10	8th Annual Gala: #ANightofFashion8th Annual Gala: #ANightofFashion	https://www.eventbrite.com/e/8th-annual-gala-anightoffashion-tickets-42660392382?aff=ebdssbdestsearch	8th Annual Gala: #ANightofFashion	"Sun, April 28, 2019"	6:00 PM – 9:00 PM EDT	384 Northyards Blvd NW	"$0 – $10,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Fashion""}]"							
1554596649-662	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=48	Future of UX Innovation Series presented by Nebo Future of UX Innovation Series presented by Nebo	https://www.eventbrite.com/e/future-of-ux-innovation-series-presented-by-nebo-tickets-59123739697?aff=ebdssbdestsearch	Future of UX Innovation Series presented by Nebo	"Wed, April 24, 2019"	6:00 PM – 8:30 PM EDT	United States	$40 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596791-750	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	United States	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554596938-835	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=16	Encore! Drinks and Disney - Adults OnlyEncore! Drinks and Disney - Adults Only	https://www.eventbrite.com/e/encore-drinks-and-disney-adults-only-tickets-59394510580?aff=ebdssbdestsearch	Encore! Drinks and Disney - Adults Only	"Sat, April 6, 2019"	8:30 PM – 10:00 PM EDT	"Decatur, GA 30033"	$20 	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596780-743	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=34	Just Chef Mack’s Spring Time Brunch EventJust Chef Mack’s Spring Time Brunch Event	https://www.eventbrite.com/e/just-chef-macks-spring-time-brunch-event-tickets-57761334707?aff=ebdssbdestsearch	Just Chef Mack’s Spring Time Brunch Event	"Sun, April 14, 2019"	12:00 PM – 3:00 PM EDT	"Atlanta, GA 30318"	$55 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596964-854	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=13	The Optimist Crawfish Boil The Optimist Crawfish Boil	https://www.eventbrite.com/e/the-optimist-crawfish-boil-tickets-58992709783?aff=ebdssbdestsearch	The Optimist Crawfish Boil	"Sun, April 14, 2019"	2:00 PM – 5:00 PM EDT	No Refunds	$45 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596716-707	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=40	Uptown Comedy Club ThursdaysUptown Comedy Club Thursdays	https://www.eventbrite.com/e/uptown-comedy-club-thursdays-tickets-54264112421?aff=ebdssbdestsearch	Uptown Comedy Club Thursdays	"Thu, April 11, 2019"	8:00 PM – 10:30 PM EDT	Uptown Comedy Corner	Free	"[{""tags"":""Things to do in Hapeville, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596938-833	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=16	Encore! Drinks and Disney - Adults OnlyEncore! Drinks and Disney - Adults Only	https://www.eventbrite.com/e/encore-drinks-and-disney-adults-only-tickets-59394510580?aff=ebdssbdestsearch	Encore! Drinks and Disney - Adults Only	"Sat, April 6, 2019"	8:30 PM – 10:00 PM EDT	The Vista Room	$20 	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596707-702	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	299 North Highland Avenue Northeast	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
1554596649-664	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=48	Future of UX Innovation Series presented by Nebo Future of UX Innovation Series presented by Nebo	https://www.eventbrite.com/e/future-of-ux-innovation-series-presented-by-nebo-tickets-59123739697?aff=ebdssbdestsearch	Future of UX Innovation Series presented by Nebo	"Wed, April 24, 2019"	6:00 PM – 8:30 PM EDT	No Refunds	$40 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596685-687	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=44	From Brokenness To Beauty!From Brokenness To Beauty!	https://www.eventbrite.com/e/from-brokenness-to-beauty-tickets-59044281034?aff=ebdssbdestsearch	From Brokenness To Beauty!	"Fri, Apr 12, 2019, 6:00 PM –"	"Sun, Apr 14, 2019, 10:00 AM EDT"	"Atlanta, GA 30315"	$20 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596685-686	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=44	From Brokenness To Beauty!From Brokenness To Beauty!	https://www.eventbrite.com/e/from-brokenness-to-beauty-tickets-59044281034?aff=ebdssbdestsearch	From Brokenness To Beauty!	"Fri, Apr 12, 2019, 6:00 PM –"	"Sun, Apr 14, 2019, 10:00 AM EDT"	894 Constitution Road Southeast	$20 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596964-850	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=13	The Optimist Crawfish Boil The Optimist Crawfish Boil	https://www.eventbrite.com/e/the-optimist-crawfish-boil-tickets-58992709783?aff=ebdssbdestsearch	The Optimist Crawfish Boil	"Sun, April 14, 2019"	2:00 PM – 5:00 PM EDT	914 Howell Mill Road	$45 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596923-823	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	"Smyrna, GA 30082"	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596754-730	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=36	2019 Sisters of the Soil Symposium2019 Sisters of the Soil Symposium	https://www.eventbrite.com/e/2019-sisters-of-the-soil-symposium-tickets-54752806117?aff=ebdssbdestsearch	2019 Sisters of the Soil Symposium	"Sat, April 27, 2019"	9:00 AM – 2:00 PM EDT	"Camille Olivia Hanks Cosby, Ed.D. Academic Center Auditorium"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Health""}]"							
1554596678-683	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	"View Map
									View Map"	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554596880-807	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=23	Friday Comedy @ Oak LoungeFriday Comedy @ Oak Lounge	https://www.eventbrite.com/e/friday-comedy-oak-lounge-tickets-54452388560?aff=ebdssbdestsearch	Friday Comedy @ Oak Lounge	"Fri, Apr 5, 2019, 10:00 PM –"	"Sat, Apr 6, 2019, 12:00 AM EDT"	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Attraction""},{""tags"":""Music""}]"							
1554596949-843	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=15	"Genesis: The Past, Present and FutureGenesis: The Past, Present and Future"	https://www.eventbrite.com/e/genesis-the-past-present-and-future-tickets-55659183115?aff=ebdssbdestsearch	"Genesis: The Past, Present and Future"	"Sun, April 28, 2019"	5:30 PM – 8:30 PM EDT	"View Map
									View Map"	$10 – $500	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Fashion""}]"							
1554596840-780	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	"View Map
									View Map"	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596871-800	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=24	The 4th Annual Steeple AwardsThe 4th Annual Steeple Awards	https://www.eventbrite.com/e/the-4th-annual-steeple-awards-tickets-56342846972?aff=ebdssbdestsearch	The 4th Annual Steeple Awards	"Sat, April 27, 2019"	4:00 PM – 7:00 PM EDT	"Atlanta, GA 30349"	$25 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Music""}]"							
1554596833-772	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=29	420 Shop and Paint420 Shop and Paint	https://www.eventbrite.com/e/420-shop-and-paint-tickets-58830556779?aff=ebdssbdestsearch	420 Shop and Paint	"Sat, Apr 20, 2019, 7:00 PM –"	"Sun, Apr 21, 2019, 12:00 AM EDT"	"Forest Park, GA 30297"	$0 – $100	"[{""tags"":""Things to do in Forest Park, GA""}]"							
1554596964-849	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=13	The Optimist Crawfish Boil The Optimist Crawfish Boil	https://www.eventbrite.com/e/the-optimist-crawfish-boil-tickets-58992709783?aff=ebdssbdestsearch	The Optimist Crawfish Boil	"Sun, April 14, 2019"	2:00 PM – 5:00 PM EDT	The Optimist	$45 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596889-809	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=22	Bow Ball 2019Bow Ball 2019	https://www.eventbrite.com/e/bow-ball-2019-tickets-58186316840?aff=ebdssbdestsearch	Bow Ball 2019	"Fri, April 26, 2019"	7:00 PM – 10:00 PM EDT	933 Lee Street Southwest	$60 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596930-831	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=17	Fuse 19 - ExponentialFuse 19 - Exponential	https://www.eventbrite.com/e/fuse-19-exponential-tickets-51457010303?aff=ebdssbdestsearch	Fuse 19 - Exponential	"Wed, Jun 5, 2019, 5:00 PM –"	"Fri, Jun 7, 2019, 5:00 PM EDT"	"View Map
									View Map"	$175 – $895	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596813-763	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=31	Private Label: Erick Morillo - Ravine AtlantaPrivate Label: Erick Morillo - Ravine Atlanta	https://www.eventbrite.com/e/private-label-erick-morillo-ravine-atlanta-tickets-58324150103?aff=ebdssbdestsearch	Private Label: Erick Morillo - Ravine Atlanta	"Sat, May 4, 2019, 10:00 PM –"	"Sun, May 5, 2019, 3:00 AM EDT"	"View Map
									View Map"	$15 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596716-711	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=40	Uptown Comedy Club ThursdaysUptown Comedy Club Thursdays	https://www.eventbrite.com/e/uptown-comedy-club-thursdays-tickets-54264112421?aff=ebdssbdestsearch	Uptown Comedy Club Thursdays	"Thu, April 11, 2019"	8:00 PM – 10:30 PM EDT	United States	Free	"[{""tags"":""Things to do in Hapeville, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596724-718	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=39	CMTA: Veteran Suicide & PTSD TrainingCMTA: Veteran Suicide & PTSD Training	https://www.eventbrite.com/e/cmta-veteran-suicide-ptsd-training-tickets-59420790183?aff=ebdssbdestsearch	CMTA: Veteran Suicide & PTSD Training	"Thu, April 18, 2019"	9:00 AM – 12:00 PM EDT	No Refunds	Donation	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""}]"							
1554596716-708	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=40	Uptown Comedy Club ThursdaysUptown Comedy Club Thursdays	https://www.eventbrite.com/e/uptown-comedy-club-thursdays-tickets-54264112421?aff=ebdssbdestsearch	Uptown Comedy Club Thursdays	"Thu, April 11, 2019"	8:00 PM – 10:30 PM EDT	397 North Central Avenue	Free	"[{""tags"":""Things to do in Hapeville, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596980-864	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	"View Map
									View Map"	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
1554596923-826	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	Refunds up to 30 days before event	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596847-782	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	Hall Space	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
1554596823-765	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=30	ATL Tech Gives Back April 2019ATL Tech Gives Back April 2019	https://www.eventbrite.com/e/atl-tech-gives-back-april-2019-tickets-58791409689?aff=ebdssbdestsearch	ATL Tech Gives Back April 2019	"Thu, April 11, 2019"	1:00 PM – 4:00 PM EDT	Atlanta	$12 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Charity & Causes""}]"							
1554597015-883	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	No Refunds	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596897-814	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=21	Omega Psi Phi MasQUErade BallOmega Psi Phi MasQUErade Ball	https://www.eventbrite.com/e/omega-psi-phi-masquerade-ball-tickets-42043016795?aff=ebdssbdestsearch	null	null	null		null	[]							
1554596833-774	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=29	420 Shop and Paint420 Shop and Paint	https://www.eventbrite.com/e/420-shop-and-paint-tickets-58830556779?aff=ebdssbdestsearch	420 Shop and Paint	"Sat, Apr 20, 2019, 7:00 PM –"	"Sun, Apr 21, 2019, 12:00 AM EDT"	"View Map
									View Map"	$0 – $100	"[{""tags"":""Things to do in Forest Park, GA""}]"							
1554596780-744	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=34	Just Chef Mack’s Spring Time Brunch EventJust Chef Mack’s Spring Time Brunch Event	https://www.eventbrite.com/e/just-chef-macks-spring-time-brunch-event-tickets-57761334707?aff=ebdssbdestsearch	Just Chef Mack’s Spring Time Brunch Event	"Sun, April 14, 2019"	12:00 PM – 3:00 PM EDT	United States	$55 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596668-674	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=46	A LAVISH FALL ADULT PROM A LAVISH FALL ADULT PROM	https://www.eventbrite.com/e/a-lavish-fall-adult-prom-tickets-56523734010?aff=ebdssbdestsearch	A LAVISH FALL ADULT PROM	"Sat, Sep 21, 2019, 7:00 PM –"	"Sun, Sep 22, 2019, 12:00 AM EDT"	"Atlanta, Georgia 30339"	$82.50 – $85	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""}]"							
1554596923-821	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=18	2nd Annual Cycling Silver Comet to Alabama with Gearact2nd Annual Cycling Silver Comet to Alabama with Gearact	https://www.eventbrite.com/e/2nd-annual-cycling-silver-comet-to-alabama-with-gearact-tickets-58530509329?aff=ebdssbdestsearch	2nd Annual Cycling Silver Comet to Alabama with Gearact	"Sat, Jun 22, 2019, 7:00 AM –"	"Sun, Jun 23, 2019, 4:30 PM EDT"	Nickajack Elementary School	$40 – $100	"[{""tags"":""Things to do in Smyrna, GA""},{""tags"":""Race""},{""tags"":""Sports & Fitness""}]"							
1554596847-787	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	No Refunds	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
1554596980-863	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	United States	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
1554596840-778	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	"Atlanta, GA 30306"	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596716-712	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=40	Uptown Comedy Club ThursdaysUptown Comedy Club Thursdays	https://www.eventbrite.com/e/uptown-comedy-club-thursdays-tickets-54264112421?aff=ebdssbdestsearch	Uptown Comedy Club Thursdays	"Thu, April 11, 2019"	8:00 PM – 10:30 PM EDT	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Hapeville, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596678-680	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	Suite 200	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554597058-902	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=2	3rd Annual Taco & Tequila Crawl: ATL3rd Annual Taco & Tequila Crawl: ATL	https://www.eventbrite.com/e/3rd-annual-taco-tequila-crawl-atl-tickets-54247720392?aff=ebdssbdestsearch	3rd Annual Taco & Tequila Crawl: ATL	"Sat, June 22, 2019"	12:00 PM – 6:00 PM EDT	"View Map
									View Map"	$20 – $40	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"							
1554596724-713	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=39	CMTA: Veteran Suicide & PTSD TrainingCMTA: Veteran Suicide & PTSD Training	https://www.eventbrite.com/e/cmta-veteran-suicide-ptsd-training-tickets-59420790183?aff=ebdssbdestsearch	CMTA: Veteran Suicide & PTSD Training	"Thu, April 18, 2019"	9:00 AM – 12:00 PM EDT	Atlanta Community Food Bank	Donation	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""}]"							
1554596871-802	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=24	The 4th Annual Steeple AwardsThe 4th Annual Steeple Awards	https://www.eventbrite.com/e/the-4th-annual-steeple-awards-tickets-56342846972?aff=ebdssbdestsearch	The 4th Annual Steeple Awards	"Sat, April 27, 2019"	4:00 PM – 7:00 PM EDT	"View Map
									View Map"	$25 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Music""}]"							
1554596813-764	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=31	Private Label: Erick Morillo - Ravine AtlantaPrivate Label: Erick Morillo - Ravine Atlanta	https://www.eventbrite.com/e/private-label-erick-morillo-ravine-atlanta-tickets-58324150103?aff=ebdssbdestsearch	Private Label: Erick Morillo - Ravine Atlanta	"Sat, May 4, 2019, 10:00 PM –"	"Sun, May 5, 2019, 3:00 AM EDT"	No Refunds	$15 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596791-749	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	"Atlanta, GA 30331"	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554596716-709	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=40	Uptown Comedy Club ThursdaysUptown Comedy Club Thursdays	https://www.eventbrite.com/e/uptown-comedy-club-thursdays-tickets-54264112421?aff=ebdssbdestsearch	Uptown Comedy Club Thursdays	"Thu, April 11, 2019"	8:00 PM – 10:30 PM EDT	404) 881-0200	Free	"[{""tags"":""Things to do in Hapeville, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554597032-889	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=5	The 2019 Prowl & Growl - ATLANTAThe 2019 Prowl & Growl - ATLANTA	https://www.eventbrite.com/e/the-2019-prowl-growl-atlanta-tickets-57409493340?aff=ebdssbdestsearch	The 2019 Prowl & Growl - ATLANTA	"Tue, April 9, 2019"	5:30 PM – 8:30 PM EDT	"View Map
									View Map"	$0 – $50	"[{""tags"":""Things to do in Atlanta, GA""}]"							
1554596847-785	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	United States	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
